
1,83
2,59
3,57
5,23
7,25
8,56
10,70
11,26
20,52
21,51
23,23
24,25
26,51
35,62
36,66
38,56
39,54
40,51
41,52
43,22
44,23
46,25
47,53
49,23
56,53
57,21
58,54
60,22
68,23
75,59
76,53
78,68
79,50
81,50
92,55
104,53
120,54
128,72
129,69
130,69
131,66
132,58
133,66
134,61
135,60
136,57
137,61
138,62
139,23
140,53
141,58
142,54
143,63
144,66
145,59
146,56
152,25
158,68
159,59
160,57
189,64
191,22
192,53
197,25
198,56
199,25
200,63
201,54
202,59
203,22
204,61
205,55
208,25
209,51
214,21
215,53
218,55
221,59
222,53
223,61
230,51
232,56
233,24
234,59
247,23
250,57
251,80
252,81
253,78
254,80
255,70
256,63
258,68
259,68
260,80
261,79
262,77
263,69
271,51
272,75
273,61
274,58
279,54
284,50
286,61
287,76
288,78
289,63
290,71
291,61
294,50
296,62
300,60
304,64
309,58
311,21
318,59
319,64
321,52
322,51
323,64
324,67
325,63
326,59
337,59
338,65
339,59
340,77
341,72
358,23
369,53
394,53
395,57
406,55
411,61
414,70
415,78
419,71
420,80
421,58
423,62
426,81
427,75
429,70
437,65
438,75
439,85
441,69
447,63
455,54
456,55
457,56
459,57
463,57
466,58
467,53
508,51
510,67
511,69
512,73
513,74
514,66
515,76
516,73
533,50
